participantID,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prolificID,attentioncheck_nogap,article_feel,article_sentiment,article_tone,BMIS_sad_1,BMIS_shame_1,BMIS_guilt_1,BMIS_tired_1,BMIS_nervous_1,BMIS_calm_1,BMIS_fedup_1,BMIS_loving_1,BMIS_angry_1,BMIS_lively_1,BMIS_caring_1,BMIS_content_1,BMIS_gloomy_1,BMIS_jittery_1,BMIS_drowsy_1,BMIS_happy_1,BMIS_outraged_1,BMIS_empathetic_1,SE_1,public_CSE1,private_CSE1,credibility,objective,valid,useful,rl_product_choice,RL_timing_First Click,RL_timing_Last Click,RL_timing_Page Submit,RL_timing_Click Count,rl_shop_intentions,rl_purchase,rl_wom,rl_attitude,SE_2,public_CSE2,private_CSE2,BMIS_sad_2,BMIS_shame_2,BMIS_guilt_2,BMIS_tired_2,BMIS_nervous_2,BMIS_calm_2,BMIS_fedup_2,BMIS_loving_2,BMIS_angry_2,BMIS_lively_2,BMIS_caring_2,BMIS_content_2,BMIS_gloomy_2,BMIS_jittery_2,BMIS_drowsy_2,BMIS_happy_2,BMIS_outraged_2,BMIS_empathetic_2,rr_product_choice,RR_timing_First Click,RR_timing_Last Click,RR_timing_Page Submit,RR_timing_Click Count,rr_shop_intentions,rr_purchase,rr_wom,rr_attitude,attentioncheck_gap,control_summary,CN_scale_1,CN_scale_2,CN_scale_3,CN_scale_4,CN_scale_5,CN_scale_6,CN_scale_7,CN_scale_8,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,public_awareness_1,public_awareness_2,public_awareness_3,public_awareness_4,awareness_norms_1,awareness_norms_2,awareness_norms_3,awareness_norms_4,racial_climate_1,racial_climate_2,racial_climate_3,racial_climate_4,disc_concern_1,disc_concern_2,disc_concern_3,disc_concern_4,cb_1,cb_2,cb_3,cb_4,cb_5,cb_6,cb_7,cb_8,cb_9,cb_10,cb_11,cb_12,cb_13,economic_equality,economic_concern,PBRI_1,PBRI_2,PBOI_1,PBOI_2,PBOI_3,purchase_blackbrand,blacklabel_influence,blackbrand_seek,RacialCentrality_1,RacialCentrality_2,RacialCentrality_3,RacialCentrality_4,RacialCentrality_5,RacialCentrality_6,RacialCentrality_7,RacialCentrality_8,PrivateRegard_1,PrivateRegard_2,PrivateRegard_3,PrivateRegard_4,PrivateRegard_5,PrivateRegard_6,PublicRegard_1,PublicRegard_2,PublicRegard_3,PublicRegard_4,PublicRegard_5,PublicRegard_6,frequency ,interracial_contact_1,interracial_contact_2,interracial_contact_3,interracial_contact_4,interracial_contact_5,interracial_contact_6,interracial_contact_7,FeelTherm_1,BA_1,BA_2,BA_3,BA_4,article,collective_concern,personal concern,collective_action,close_circle,community_awareness,age,race,education,polit_affil,polit_affil_4_TEXT,polit_affil_cont_1,gender,gender_4_TEXT,iat_prev,iat_racial,iat_racial_time,iat_racial_quant,recent_results,control_white,control_black,nogap_white,nogap_black,gap_white,gap_black
292,2024-01-25 1:02:05,2024-01-25 1:41:49,0,100,2384,1,2024-01-25 1:41:50,R_1JCUo8qx2G2YGMW,anonymous,EN,2,62cbc0719ae72eb80a44ae10,,3,0,2,3,2,1,3,2,3,3,3,2,2,4,2,3,2,2,2,2,3,3,2,1,5,6,5,5,,,,,,,,,,3,2,1,2,3,2,4,2,4,2,4,1,3,3,3,2,1,3,3,2,3,43,33.71,61.54,62.703,5,4,4,4,4,,"The median income across the U.S. is around $69,000 but some areas are much higher and some much lower, depending on the location. The differences in income seem to be due to wealthier areas growing economically and not because poorer areas are becoming worse. The government has programs in place to try and help these struggling regions.",1,1,1,1,1,2,3,4,2,2,2,2,6,5,5,5,6,3,4,4,6,3,3,5,4,4,4,5,4,5,4,4,4,4,4,4,2,2,4,4,2,5,2,3,3,2,4,2,3,2,2,2,2,5,4,2,2,1,1,1,1,4,2,6,3,5,5,3,4,3,4,5,5,6,2,6,6,6,5,2,3,6,4,3,1,3,4,4,6,3,2,85,5,5,5,5,"I think that there are definitely way we can improve economic equality in different areas of the country. I'm all for this because I currently live in Phoenix, AZ where the cost of living is very high and becoming higher each year. Most of this is due to Californians moving here and driving up the housing market. There needs to be programs in place to combat this inequality.","I'm not sure how I feel about this topic. Lately, it seems that white people in certain communities have started talking about racial inequality more because it's, ""the cool thing to do"" if that makes sense. It's like it makes them feel better or something and done with the wrong intentions. Either black people don't talk about it as much as we do, white people are blowing it out of proportion, or it's really not as big an issue as we're making it out to be.","I'm not responsible for what has happened in the past to cause racial inequality. However, I do have to recognize that I have white privilege, whether I want it or not.",I think more and more white people are discussing this topic. But I don't know if their reasoning is commendable.,"A little bit, but it's not something we talk about everyday.",I think people age 25-45 are speaking up about it more in my community,40,1,3,3,,4,1,,21,,,,,,1,,,,
293,2024-01-25 1:53:11,2024-01-25 2:33:02,0,100,2390,1,2024-01-25 2:33:02,R_1cjyb4LFOXmPMTN,anonymous,EN,2,61562037d8d42a74687762c6,,3,0,3,3,1,1,2,2,3,2,2,1,2,3,2,1,1,2,2,2,3,2,3,1,5,5,5,6,,,,,,,,,,2,4,1,3,1,1,3,2,3,1,2,1,3,3,3,2,1,3,2,1,3,8,6.732,24.574,26.98,12,6,4,6,5,,"That despite the fact that it costs more to live in wealthier areas, that, when they grow in wealth, the areas where people tend to make less money don't benefit and also gain higher typical salaries. The article talks about how the US government sometimes comes in with programs to help push along and boost up the more rural parts of the country.",2,1,1,1,2,3,2,2,1,2,2,2,4,7,7,7,2,1,3,3,5,5,5,4,3,4,3,3,5,4,5,4,4,4,4,5,1,1,4,5,2,3,2,1,3,2,2,2,1,1,1,2,2,5,5,2,2,4,3,2,1,6,5,6,4,2,5,3,3,2,5,5,4,5,1,2,6,5,6,4,2,5,6,4,1,4,5,6,1,1,1,95,3,5,4,5,"The article about the economic differences between more expensive and less expensive areas to live? I have friends who live in both. Personally, I may live in a city, but it's not an expensive area. I would love to live in New York some day, but cost is a main reason why I'm not sure that that would ever happen. Anyway, the article felt true to me, as it seems like it's harder and harder to even buy basics, especially as someone with health issues where I often have to go without what my doctors recommend.","I think that, with anything, it just depends on the person. There are going to be people who care when asked how they feel about racial issues and who are open to learning but who don't go out of their way to keep up with current issues, such as maybe an act of violence that went on that same day, for instance. But then there are people who instantly try to speak up when they notice or hear something racist going on. There are going to be people, also, who are weirdly obsessed with being racist and insisting that they have the right to be racist... which, yeah, I guess, but it's so strange to double down on hate instead of at least opening up enough to realize that some things you were taught weren't correct. Anyways, I think that it's a big issue to try to even begin to unravel here, but, like I said, I think it just really depends. I think people are becoming more aware of racial issues because of social media, too.","I barely have any money now and never really did growing up. While there are major racial issues at play when it comes to how much money a person makes on average, there are so many other factors as well. Before I got sick, I hardly could keep any money aside at all, if at all, but, now, it's impossible. So, no, as I have no big say politically aside from my votes, of course, I don't personally feel responsible. ","I think it depends on which community. My friends tend to be aware of racism and active in addressing it. Then, living in the city, there are always a lot of different activism projects going on, big and small.","Most of my friends place high importance on this. One thing also is that, in online communities, I always get information on this coming across my tiktok feed.","Yes. Living in Minneapolis, aka where George Floyd was murdered, there are many conversations going strong on the subject.",27,"1,6",3,2,,1,1,,21,,,,,0,,,,,
294,2024-01-25 0:30:34,2024-01-25 1:10:57,0,100,2423,1,2024-01-25 1:10:58,R_3exaD5CLpOnh1qc,anonymous,EN,2,63d0ca70331be3a97cb7b1d1,,2,0,3,3,2,2,4,3,3,4,2,3,2,3,2,3,2,2,2,3,3,1,1,3,2,3,2,2,,,,,,,,,,1,1,3,3,2,2,4,3,3,4,2,3,2,3,2,3,2,2,2,3,3,48,30.529,46.235,47.425,6,4,4,4,4,,"It talked about about how even though people in richer areas may be making more money than people in poorer areas, it can really even out when you account for the cost of living in the area. ",1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,1,1,5,5,5,4,4,5,4,4,1,1,5,5,1,3,1,2,3,1,3,2,1,1,1,1,1,5,5,2,1,2,1,1,1,4,4,5,1,1,5,1,1,1,7,4,4,4,4,1,1,4,5,2,1,2,6,3,2,2,6,6,2,4,3,50,5,6,5,6,It was about income differences in different areas and how the cost of living may balance it out. It threw out some pretty dubious statistics that I don't trust at face value. ,"It's genuinely so hard to say because the people I choose to interact with are primarily liberal, but then we somehow voted Trump into office. I think less than half of white Americans care enough about racial issues to talk about them in any meaningful way. ",I have no personal responsibility in the cost of living crisis. I'm broke and nobody wants to hire anymore. ,"If by community you mean the area in which I live, I thankfully live in a pretty liberal area so many young people are interested in working to address racism. I live just outside Seattle and during BLM protests people really showed up. However, I think it is mostly young people who are putting in the legwork and most older people are just doing their best to act PC when it's beneficial to them. ","My social circle places a lot of importance to understanding and combating racial inequality. I and most of my friends are queer, so for obvious reasons equal rights in all regards are something we're very passionate about. ","This is hard to say because I think we get a lot of confirmation bias based on who we interact with. For example, my social media feeds are full of liberal people promoting racial awareness and other human rights issues, yet if you looked at the feed of a conservative, they would probably be seeing the exact opposite. Because I live in a blue state, I'd like to believe that overall my community has at least some semblance of commitment to promoting racial awareness, and in jobs and at school I've seen some steps taken to try and be more inclusive overall. ",26,1,4,2,,0,2,,21,,,,,,1,,,,
295,2024-01-25 3:12:54,2024-01-25 3:53:37,0,100,2442,1,2024-01-25 3:53:38,R_7dppl4ZATbxSoKt,anonymous,EN,2,5f048fdc0aea5b0ae3215fc9,,2,1,3,1,1,1,3,1,3,3,1,1,1,3,1,1,1,1,1,1,1,4,3,2,3,5,3,4,,,,,,,,,,4,3,2,1,1,1,3,1,1,1,1,1,1,3,1,1,1,4,1,1,1,22,11.366,55.825,56.562,8,5,5,5,4,,The article seems to show that even though there is inequality still most did better. Just the little towns and cities did not do as well.  Big cities and municipalities did so much better. Some people moved because of the shift in costs of living vs the income gap. ,1,1,1,1,1,1,1,1,1,3,3,1,6,6,1,1,3,2,3,3,5,7,7,4,2,3,2,2,4,2,4,2,3,4,3,4,1,1,2,5,2,5,1,1,1,2,1,1,1,1,1,1,1,4,5,5,6,4,4,3,1,4,4,6,1,2,7,2,2,1,7,4,3,4,4,4,4,5,5,4,3,6,6,3,1,1,1,5,1,1,1,70,1,2,2,6,The article I read was about the inequalities in different areas. Income and cost of living. Seems to say that if you live in cities you do better but still the cost of things is not equal to pay. ,Seems like we were on the right path until a person like trump brought back all of the hatred and lies about how they should not be allowed to get the same as white people. Also so many lie about how whites are better because they are white. I am totally against that because in school we were not taught of all the contributions that blacks have made. Seems like they want to go back to where they only highlight white people's accomplishments and not blacks. ,I try to buy according to the morals that I have and I try to treat people the same no matter what the color. ,"Where I live there is now a blend of people, but not very many blacks. But I do have a black neighbor who seems to be just like all of us. So some people care.","We just treat everyone the same.
",Seems like we are all just trying to do our best to make our community save and look for each other. ,67,1,2,2,,0,2,,21,,,,,,1,,,,
296,2024-01-25 0:00:55,2024-01-25 0:41:42,0,100,2446,1,2024-01-25 0:41:43,R_3aJiHUsgbQMS59a,anonymous,EN,2,5bd7971b0aac450001f951aa,"There is more income equality between blacks and whites aged 65 and older.  When education is prioritized  and attained earlier in life,blacks especially reap the benefits.",4,1,5,1,1,1,3,1,4,2,4,1,3,4,4,1,1,3,3,1,4,1,2,1,6,7,6,7,33,1.925,35.621,37.527,7,4,4,4,4,1,2,1,1,1,1,3,1,4,2,4,1,3,4,4,1,1,3,4,1,4,,,,,,,,,,,,1,1,4,4,2,3,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,3,4,3,4,4,4,4,4,3,4,3,3,1,1,2,5,1,2,2,4,2,2,1,2,1,1,1,2,1,5,5,1,1,1,1,1,1,2,1,2,6,4,3,6,4,6,6,4,6,6,2,6,7,4,4,1,1,4,6,3,5,1,2,5,5,1,3,75,1,1,1,2,"I think there needs to be more racial, and economic equality between whites and other minorities.  The article talks about how there is more equality between blacks and whites age 65 and older, and when education is attained earlier , especially  in the black population, the more they benefit later in life","I think there is some level of concern, but not enough","I, personally don't feel I am responsible but the white privilege and culture is and that the older generation is smart on putting efforts to prioritize education early in life",They don't seem to do much,A little,a small amount,58,1,4,2,,2,2,,22,22,6 months,2,8,,,2,,,
297,2024-01-25 0:10:23,2024-01-25 0:52:19,0,100,2515,1,2024-01-25 0:52:19,R_5MStiPKXCG3aDu1,anonymous,EN,2,63d461113c2fbc554ca3816c,"For those aged 65 and greater; the income gap between blacks and whites has greatly narrowed if they have gotten an education.  If blacks and whites have not received an education, the income gap is greater.",4,2,5,4,3,4,3,2,3,2,4,1,1,4,3,4,2,2,2,1,4,3,1,5,5,4,5,5,22,20.122,43.016,44.193,8,4,4,2,4,3,1,5,4,1,3,2,2,2,2,4,1,1,4,3,4,1,2,2,2,4,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,2,1,1,2,7,7,7,7,1,1,1,1,4,3,5,3,2,2,1,1,1,1,1,5,1,3,1,1,1,1,1,3,1,1,1,1,1,5,5,1,1,1,1,1,0,7,4,7,1,1,7,1,1,1,7,1,4,4,4,2,4,4,6,2,2,6,7,4,1,3,3,6,1,2,2,90,1,1,1,1,"It would be nice if true; but not sure that I actually believe it.  And the income disparity is huge in the lower income or uneducated for whites vs blacks.  Blacks are still discriminated against as long as they're not being paid the same though, as long as they are earning less, they're discriminated against.  And even if they do earn the same, it doesn't make up for all the other forms of systemic racism in the country.","Virtually, not at all.  White Americans believe if Blacks get anywhere near equality, then it's whites who are being discriminated against.  I don't know how many times I've heard the same idiot language; ""no one is as discriminated against as the white American male"".  It makes me sick.  And I've heard statements from people such as that and many others who are adamant that they aren't racist, when not only are they racist, it's people like them who are the reason that there is systemic racism in the first place.","Not 100% sure what you mean by the way it's phrased.  I would absolutely do everything I could to make sure Blacks earned the same as white people.  I don't believe that I am responsible for any earnings disparity, but I would always wholly support anyone and everyone being paid the same for the same work.

I vote every time to benefit the less fortunate than myself and to give benefits to others.  I don't go to the polls voting in favor of what would benefit me and me only.  I do my best to give everyone a chance.","I don't think most people do anything because no one believes that they're the problem; and if they do admit it, it's because they want it that way.

Most people do not think about racism at all and they think that doesn't make them racists, but it's basically a version of ""apathy"" and that allows racism to happen whether they're actual racists or not.","I don't have a large social circle, but my social circle does place importance on understanding racism and doing our best not to become part of the problem.  We don't go out protesting however.","No, I don't believe that most people think about it at all.",66,1,5,2,,1,1,,21,,,,,,,2,,,
298,2024-01-25 2:50:15,2024-01-25 3:32:16,0,100,2520,1,2024-01-25 3:32:16,R_5yNZgv62CW67dN7,anonymous,EN,2,647bbb93aebd39c3a3c3a400,Notable trend in income equality among adults aged 65 and above when education is considered,4,1,4,4,3,3,2,2,3,3,3,2,4,4,4,3,2,2,3,2,3,4,3,1,5,6,6,6,14,1.595,4.801,6.162,9,6,7,7,7,4,3,2,2,3,2,2,2,3,3,4,2,3,4,4,2,2,2,3,2,3,,,,,,,,,,,,4,4,2,4,5,4,2,3,5,6,4,6,5,5,6,5,5,6,2,2,7,5,6,7,5,4,4,4,5,5,4,4,5,4,4,4,2,2,4,3,2,3,3,2,3,4,2,4,3,2,3,2,2,4,4,6,5,3,4,3,1,5,5,6,7,6,7,6,6,6,3,6,7,7,3,6,5,6,7,6,3,5,7,4,3,2,2,3,2,2,1,80,5,3,3,3,It's about attitudes toward inequality,I don't think they are much concern about it ,I don't think am responsible in any way since I am not a racist ,I think they are doing their best to address the issue ,My social place has a great importance on understanding and combating racial inequality ,Yes I think there is a collective commitment to promote racial awareness ,49,1,6,2,,5,1,,21,,,,,,,2,,,
299,2024-01-25 1:02:10,2024-01-25 1:44:28,0,100,2537,1,2024-01-25 1:44:29,R_3OvOu7WaKOS4Ig6,anonymous,EN,2,63c09c62d1b2a93890da320b,,3,-2,3,4,4,4,2,2,2,2,1,2,1,2,2,2,3,2,1,3,4,5,4,1,4,6,6,7,,,,,,,,,,5,4,1,1,1,1,1,1,4,1,4,1,4,4,4,1,1,1,4,1,4,33,21.788,31.322,34.315,5,7,7,7,7,"A Kaiser Family Foundation study underscores a pronounced wealth gap between White and Black Americans, notably in savings and home equity with historical roots. The Blacks have been discriminated and devalued in terms of loan acquisition, insurance and housing.",,3,1,1,1,3,3,3,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,5,4,4,4,4,4,5,5,4,4,4,4,1,1,4,4,1,5,2,2,2,4,3,2,5,1,1,1,1,4,4,2,2,1,1,1,1,6,2,4,6,6,1,6,6,6,4,6,6,6,1,6,6,4,5,5,4,4,6,5,1,4,4,5,1,1,1,87,1,1,1,7,,"Systematic disparities and discrimination against black people should be stopped and discouraged. All Americans should have equal opportunities in terms of Insurance, housing and credit scoring.",I am not because I treat every one equally irrespective of their status and race.,"In my community, people are engaged in online protests, sign petitions, and attend protests to show their support to black people and racial minorities.","They place a huge importance by speaking up against racial inequality, educating other White people on the matter and protecting racial minorities from being discriminated.","Yes I do. We are all striving towards the common objective of reducing racial inequality in the United States. We are all trying to make America fair for everyone, especially for racial minorities.",49,1,5,2,,1,1,,21,,,,,,,,,,5
300,2024-01-25 3:10:05,2024-01-25 3:52:24,0,100,2538,1,2024-01-25 3:52:24,R_31TwGWP6Ac72FNv,anonymous,EN,2,55fc1a7c77f33b0010cb229f,,1,-2,1,1,1,1,4,1,1,4,1,1,1,1,1,4,1,3,1,1,1,1,4,1,1,1,4,1,,,,,,,,,,1,4,1,1,1,1,4,1,1,3,1,1,1,1,1,4,1,3,1,1,1,10,12.227,20.362,21.885,6,1,1,1,1,It's complaining about policies from over 50 years ago that discriminated against African Americans. They also complain about home equity differences.,,2,1,3,3,4,3,3,4,2,3,4,5,1,6,6,4,7,7,7,7,7,1,1,1,3,4,3,3,1,1,1,2,3,1,1,2,5,5,1,1,5,4,5,5,5,1,3,4,5,4,5,5,5,4,4,1,1,1,1,1,1,1,1,3,5,6,3,4,4,5,4,4,4,7,1,6,7,6,6,1,4,6,5,3,1,6,6,5,4,4,6,40,2,1,1,1,Complaining about a racial wealth gap from over 50 years ago.,I don't care either way. I think it would be better if people just stopped worrying about race in general.,"I treat people with respect, if they deserve it. Race doesn't matter.",I don't know or particularly care.,"I don't have a large social circle, but we don't discuss race at all.",No.,33,1,3,3,,6,1,,21,,,,,,,,,,5
301,2024-01-25 2:33:31,2024-01-25 3:16:05,0,100,2553,1,2024-01-25 3:16:06,R_6cL3ahqk5vMb1eh,anonymous,EN,2,6478e9af7d038af16d294843,,2,-1,2,4,1,1,1,1,4,3,4,3,3,4,4,1,1,1,2,3,4,4,4,1,6,6,6,7,,,,,,,,,,4,4,1,3,1,1,1,1,4,2,4,2,3,4,4,1,1,1,3,2,4,33,12.804,36.729,37.853,8,5,5,5,5,There is wealth disparity between whites and blacks that has strong roots from the past. It is seen in home equities and savings. The inequality of home loan opportunities is one example of a historical root cause. ,,1,1,1,1,3,3,1,3,1,1,4,1,4,6,6,6,4,1,4,5,7,5,7,4,4,4,5,3,3,3,4,5,4,4,4,5,1,2,4,4,1,4,3,3,2,3,3,3,2,1,2,2,2,4,4,2,2,3,1,1,1,3,2,6,4,1,5,4,1,5,5,6,6,5,2,6,6,6,5,2,2,6,4,3,3,1,1,4,2,4,2,75,3,3,3,6,The article highlights the wealth gap between white and black Americans. It is seen in home equities and savings. ,Many Americans are concerned about racial issues but there are others who don't think it is an issue of importance. Discrimination comes in all shapes and size. Everyone can be a victim of discrimination. ,I am not directly responsible for the issues I read and should not carry the guilt of the past. What I should do is make a difference/change moving forward to right the wrongs. ,"I live in a large suburban area where it is very diverse. I am not sure there is an action plan to address racism. Reform in policing is an ongoing conversation. There is a focus in the schools to bring all child all races to a successful level of achievement. There are programs in place to give minorities help in opening small businesses. There are discrimination laws governing large companies when it comes to its employees. There is always room for improvement, but I would say the issue is not being ignored. ","I really can't speak to my social circle, but our family puts a lot of importance on racial issues. We have several blended (mixed race) families within our extended family. ",Yes I do. ,61,1,4,1,,5,2,,21,,,,,,,,,,5
302,2024-01-25 2:44:15,2024-01-25 3:27:21,0,100,2585,1,2024-01-25 3:27:22,R_5Ba9rUuz8ndZ4wF,anonymous,EN,2,5d29cc8869a747001acdb3c1,,3,0,2,1,1,1,3,1,3,1,1,1,1,1,3,,1,1,3,1,2,3,2,3,4,5,4,4,,,,,,,,,,3,2,3,1,1,1,3,1,3,1,1,,,1,3,,1,3,1,1,1,24,5.628,13.47,14.301,6,6,6,6,6,,Income inequality stems some from cities moving up in terms of income as tech centers while rural areas remain stagnant. It's impractical for many to move to a city.,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,1,1,3,3,3,2,3,2,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,3,2,2,2,1,7,2,7,1,1,7,1,1,1,6,2,3,4,4,2,4,6,6,1,1,7,6,4,3,3,3,4,2,5,2,80,5,3,5,7,I thought it was a bit of a cop out to blame urban / rural differences on the economic divide. I believe it's more to do with capitalism and lack of regulations.,I think for the most part they are not concerned or are even racist.,I have nothing to do with salaries in cities.,There is a small group that works on it but the community as a whole is extremely conservative and would deny racism exists.,We place a lot of importance on it in theory and support candidates in that regard but otherwise we don't take much action.,"No, only a small group ",44,1,6,2,,1,2,,22,22,a few years ago,3-4,3,,1,,,,
303,2024-01-25 2:10:14,2024-01-25 2:53:19,0,99,2585,0,2024-01-25 13:42:26,R_3wEN7JXElM5C3fW,anonymous,EN,2,6088c08b5db0d7af3daf4b69,,3,0,3,4,1,1,4,4,1,4,2,4,2,2,1,4,4,1,1,4,2,1,1,1,6,4,6,7,,,,,,,,,,1,1,1,4,1,1,4,4,1,1,1,4,1,1,1,4,4,4,1,4,1,6,39.949,145.196,146.428,19,7,7,7,7,,It's about how income is affected by lower and higher class areas. It also started off how they are trying to improve and make things equal ,1,1,1,1,5,5,5,5,7,7,7,1,7,7,7,7,1,1,1,1,7,7,7,7,5,1,1,3,5,3,5,5,1,1,5,5,1,5,5,5,3,3,2,1,1,1,1,5,5,1,1,1,1,5,5,1,1,2,3,1,1,1,1,7,1,1,1,1,1,1,7,3,1,7,1,1,7,7,7,7,1,1,7,2,6,6,6,6,1,1,1,0,4,1,5,3,My thoughts are that everyone should be treated equal no matter their race,I believe they're very concerned ,None,I think my community works really hard to stop racism ,It's very important ,No,42,1,3,2,,7,2,,21,,,,,0,,,,,
304,2024-01-25 1:47:48,2024-01-25 2:31:01,0,100,2592,1,2024-01-25 2:31:02,R_55ZROsBId34IoOB,anonymous,EN,2,650392fe8aea9d3456ad769c,,3,0,2,1,1,1,3,1,3,1,2,1,2,2,2,1,1,2,2,1,2,3,2,3,5,5,6,2,,,,,,,,,,3,2,3,1,1,1,3,1,3,1,2,1,2,2,2,1,1,2,2,1,2,22,12.73,26.894,33.31,4,4,4,4,4,,"Average per-capita income in the US varies greatly by location (metropolitan vs. rural), but the difference may not be as large as it seems initially once cost of living is factored in. Much of the disparity is due to metro areas are growing faster economically, rather than rural areas shrinking.",2,2,1,1,1,2,2,2,2,2,2,2,6,6,2,6,6,2,2,2,6,6,6,6,2,2,2,3,3,4,3,3,3,3,3,4,2,1,3,5,2,4,2,3,2,2,2,1,2,1,2,2,2,4,4,4,3,2,1,1,1,5,4,6,3,4,6,3,4,3,5,4,4,5,3,3,5,4,5,3,2,4,5,2,4,1,1,3,2,4,3,60,3,5,5,6,"The article pretty much stated the obvious: the per-capita average income in metro areas is higher than in rural, but so is the cost of living. The actual standard of living may not be signficantly different. 

Beyond that, I wasn't sure what point the article was trying to make; after the first paragraph, the arguments sort of lost cohesion. ","I would say that greatly depends on the person and their education and experiences. I think there are a good number of us that are allies, and are reasonably concerned about persisting inequalities and making sure that we do what we can to address past wrongs. But there are also a large number of white Americans who don't believe it's an issue, or don't see anything wrong with the inequalities.","Very little. Geographic inequality is just an economic reality, and has been for thousands of years.","I think they do what they can currently, but there's no good short term fix. It's something that will likely take a long time to fully address.",We all agree that it's important.,"Local government does have policies in place to promote it, but I couldn't say how committed the community at large is to it.",46,1,6,2,,1,2,,22,22,maybe a week?,at least a dozen; they're very common on studies currently,8,,1,,,,
305,2024-01-25 2:38:21,2024-01-25 3:22:47,0,100,2666,1,2024-01-25 3:22:48,R_7hbBSAR93Z1aRq1,anonymous,EN,2,6324d39a34afdb6e1f9e5b59,,2,-1,1,3,4,3,3,3,2,4,2,3,2,1,1,3,2,2,1,2,3,2,1,2,6,7,6,7,6,1.074,30.698,31.654,14,6,4,4,5,3,1,2,2,2,1,3,2,3,3,1,2,1,1,2,2,1,1,1,2,3,,,,,,,,,,"The study by Kaiser Family Foundation shows that White Americans have significantly more wealth than Black Americans, especially in terms of savings and home value, which is partly due to historical factors like redlining. Also shows that older White Americans today still have more savings and home equity than Black Americans, which highlights the need to address systemic inequalities that have their roots in past injustices.",,2,1,2,1,1,2,2,1,2,1,2,1,3,5,5,6,2,6,1,2,7,6,7,6,4,4,5,4,4,4,5,5,2,4,4,4,2,1,4,5,2,4,4,2,2,2,2,2,1,1,1,1,1,5,4,2,1,1,2,1,1,6,6,6,2,1,5,3,6,2,6,5,6,5,2,1,5,5,5,3,5,5,3,4,2,3,3,5,1,1,1,100,2,3,2,5,racial inequality being a major problem in the USA,"i believe we are concern about the alarming rate at which racial inequality is becoming ,more dangerous to the society ",i do not believe i am responsible,we give a great deal of effort in dealing with racial inequalities ,"an effort is placed in combating and understanding inequality,a great deal","yes, when we come together to promote racial awareness as a community i believe it will give a large impact",49,1,5,1,,6,2,,22,22,15 minutes,1,6,,,,,4,
306,2024-01-24 23:58:38,2024-01-25 0:43:38,0,100,2699,1,2024-01-25 0:43:39,R_3HLCugl6cXLZqPM,anonymous,EN,2,60ce4fceb13609a2c039248e,,2,-1,2,1,2,1,4,1,3,3,1,3,1,1,1,2,1,3,1,4,3,1,2,4,4,5,4,4,,,,,,,,,,1,2,4,1,1,1,4,1,3,1,1,1,1,1,2,1,1,3,1,1,1,40,9.855,47.384,54.899,14,3,3,4,6,,"Income disparities from regions are quite different from large cities and small towns and is cause more so by larger prosperous cities growing economically than smaller cities falling into ruin. Even though income inequality exists it is mitigated by certain economic factors.
",1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,2,7,6,7,7,3,3,5,4,1,1,4,4,4,1,1,4,2,1,1,4,2,3,1,2,1,1,2,1,2,1,1,2,1,5,5,1,1,2,1,1,0,4,1,3,5,1,3,4,2,5,7,4,6,6,1,4,5,5,4,2,4,4,3,2,3,2,1,5,2,3,2,50,6,1,6,7,"I do believe there exists great economic inequality in our country. I would say though this economic inequality stems from the divide between the ultra rich and the working class. Additionally, a lot more folks now fit into the working class the brackets have shifted to make it broader if that makes any sense.",I do believe there is some concern mostly from the younger generations who were more educated by both academia and their parents. This probably extends all the way back to milennials with gen x'ers being a little too old fashioned. The rest of this concern is probably not sincere or genuine and is only to be perceived as not being racist or racially bias by older folks. In other words they only wish to please their peers and not be singled out for their beliefs.,I do believe I harbor some racial bias but it is not unfounded. What matters is the want to change this for the future. It is a cooperative effort to make our world a better place and it requires investing in future generations to right the wrongs of our past.,I do not think they actively work to address it. My community is quite racially diverse now. It was diverse but just not as diverse 30 years ago. People just got more used to the ever increasing diversity and the older generations just are not as vocal as before. Maybe they are getting too old and their cares are not for that anymore and they now just focus on their quality of life at that age. I do believe racism is dying out.,My social circle is small and is my immediate family. My immediate family they does not care for it. They are quite racist to be honest and unlikely to change.,I do not. Life has gone about the same as it has for the 34 years I have lived here.,39,"1,3,6",5,3,,3,1,,21,,,,,,1,,,,
