ParticipantID,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prolificID,BA_1,BA_2,BA_3,BA_4,SE1,BMIS_sad_1,BMIS_shame_1,BMIS_guilt_1,BMIS_tired_1,BMIS_nervous_1,BMIS_calm_1,BMIS_fedup_1,BMIS_loving_1,BMIS_angry_1,BMIS_lively_1,BMIS_caring_1,BMIS_content_1,BMIS_gloomy_1,BMIS_jittery_1,BMIS_drowsy_1,BMIS_happy_1,Q1 RP1,Q2 RP2,Q3 RP3,Q4 RP4,Q5 RP5,Q6 RP6,Q7 RP7,Q8 RN1,Q9 RN2,Q10 RN3,Q11 RN4,Q12 RN5,Q13 RN6,Q14 RN7,Q15 LP1,Q16 LP2,Q17 LP3,Q18 LP4,Q19 LP5,Q20 LP6,Q21 LP7,Q22 LN1,Q23 LN2,Q24 LN3,Q25 LN4,Q26 LN5,Q27 LN6,Q28 LN7,spwtime_First Click,spwtime_Last Click,spwtime_Page Submit,spwtime_Click Count,attentioncheck_nb,discrepancy_nb,BMIS_sad_2,BMIS_shame_2,BMIS_guilt_2,BMIS_tired_2,BMIS_nervous_2,BMIS_calm_2,BMIS_fedup_2,BMIS_loving_2,BMIS_angry_2,BMIS_lively_2,BMIS_caring_2,BMIS_content_2,BMIS_gloomy_2,BMIS_jittery_2,BMIS_drowsy_2,BMIS_happy_2,credibility,objective,valid,useful,rl_product_choice,rl_shop_intentions,rl_purchase,rl_wom,rr_product_choice,rr_shop_intentions,rr_purchase,rr_wom,attentioncheck_b,discrepancy_b,SE_2,age,race,education,polit_affil,polit_affil_4_TEXT,polit_affil_cont_1,gender,gender_4_TEXT,iat_prev,iat_racial,iat_racial_time,iat_racial_quant,recent_results,nobias_white,nobias_black,bias_white,bias_black
11,2023-10-21 13:18:43,2023-10-21 13:28:20,0,100,576,1,2023-10-21 13:28:21,R_8f4LubjeoyNwaLD,anonymous,EN,2,5e86061d101fec215a76c986,5,5,5,5,3,2,2,2,3,2,3,2,3,2,2,3,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,"18C1216,20C792,20C701,17C2069,19C869,25C753,26C762,26C708,19C747,23C827,23C634,24C699,21C613,27C685,21X1205,24C734,28C753,28C594,22C672,17X1272,END","16C2023,4C860,6C796,3C787,12C850,8C861,4C634,2C777,7C698,14C774,14C641,15C701,11C736,5C752,9C699,10C930,3C809,13X1277,1C769,16X978,END","22C5030,9C2284,20C814,13C733,24C805,1C642,17C822,11C867,26C829,7C693,27C691,3C658,19C773,8C707,28C819,4C944,25C764,14C780,18C748,12C913,END","27C807,11C712,23C737,3C573,21C644,6C697,20C803,15C758,22C676,15C680,26C652,14C628,20C688,12C865,18C579,5C709,28C642,9C597,17X1244,12C1136,27C653,6C729,22C611,10C738,24C661,4C605,23C746,16C1114,25C732,5C809,24C790,8C652,17C667,2C1027,21C769,13C731,25C692,7C592,19C717,1C619,END","16C1016,3X1040,12C1580,11C962,8C740,2C755,3C644,11X937,5C992,9C1577,9C612,4C580,14C588,1C665,6C700,5C852,5C614,14C885,12X1805,13C708,11C565,13C635,3C637,4C740,8C665,15X916,2C916,10C805,2C663,7C851,1C620,6C598,7C2125,15C800,15C632,12C1596,14C521,1C583,10C873,16C652,END","19C1895,15C1157,17C650,13C856,20C747,9C1210,18C754,6C1313,26C1227,12C717,23C604,5C841,25C728,7C731,21C1760,2C851,24C805,10C742,27C625,1C597,END","21C1631,9C1541,21C650,13C773,18C505,8X1253,25C773,13C1082,20C724,10C748,27C916,6C988,22C1029,5X1385,24C776,4C891,23C883,14C704,28C677,2X1497,17C853,15C2731,26C974,6C884,24C625,7C776,26C702,3C569,18X1154,16C1206,19C765,11C996,22C688,12C978,23C726,14C610,19X1148,1C993,27C900,7C609,END",0,0,2.508,0,,,2,2,2,4,2,3,2,3,3,2,3,3,2,1,4,3,1,1,1,1,,,,,39,7,7,7,1,4,3,46,1,5,1,,2,2,,22,21,,,,,,,3
12,2023-10-21 13:19:10,2023-10-21 13:29:08,0,100,598,1,2023-10-21 13:29:09,R_3QGAxkq0FPpiwSe,anonymous,EN,2,5c797d0cb5254b001690625d,1,1,1,1,3,3,3,3,2,3,2,4,2,4,2,3,1,3,2,2,2,,,,,,,,"18C1097,20C1136,26C796,22C736,24C770,21C731,17C1153,23C755,24C668,23C644,17C815,26C779,28X880,19C788,25C708,20C683,27C692,27C578,18C618,22C563,END","10C2066,7C821,13C805,12C687,16C730,6C616,8C577,4C563,9C636,11C1005,2C802,6C652,2C1195,5X864,9C823,1C1262,14C752,3C898,15C929,12C709,END","27C968,9C862,20C758,2C765,25C867,10C1123,19C931,8C794,28C791,6C709,23C664,13C751,24C794,15C1065,18C768,3C786,21C797,11C1130,17C991,5C1001,END","25C1512,1C1202,18C873,13C677,19C815,7C890,24C757,11C1197,28C804,6C1149,22C880,8C1551,23C690,5C633,26C730,10C788,27C794,15C685,26C832,4C775,18C642,12C613,19C781,14C633,17C819,16C631,24C674,3C792,21C741,9X1504,20C665,2C734,23C712,10C743,22C641,6C824,27C760,14C910,21C697,8C1249,END","4C1407,12C979,5C782,4C814,3C625,15C836,16C546,8C709,1C1172,14C672,6C780,11C870,5C753,9C894,7C748,2C920,15C654,3C729,16C639,3C793,2C1098,9C868,6C1045,13C968,4C756,12X1815,15C974,2C744,14C681,12C654,1C854,9C774,1C922,13C920,10C723,7C711,8X1868,10C842,11C1028,14C763,END","28C1161,16C1790,25C880,12C720,20C802,1C658,23C709,15C591,18C890,14C906,24C649,8C717,27C862,6C861,21C711,2C708,19C853,13C1798,22C801,7C766,END","23C903,13C714,23C682,16C603,24C630,2C641,18C490,14C811,26C671,13C1139,22C786,10C902,28C708,9C603,24C751,6C589,21C625,2X1886,19C747,7C833,19C661,15C580,25C562,12C624,25C609,5C589,28C777,1C887,27C701,8C919,21C620,4C607,18C552,3C689,17C824,16C570,20C747,11C1155,22C719,4X1455,END",,,,,,,,,,,,,,,0,0,2.512,0,4,4,3,3,3,2,3,2,4,3,3,2,3,1,3,2,2,2,1,1,1,1,,,,,8,4,4,4,,,3,57,1,3,3,,5,1,,22,22,"I have no idea. They are idiotic, so I don't keep track of things like that.",10,4,,1,,
13,2023-10-21 13:20:42,2023-10-21 13:35:05,0,100,862,1,2023-10-21 13:35:06,R_wQKVJQ7LGNsPEVb,anonymous,EN,2,6525756df17f4848fa86309b,6,3,5,6,4,1,1,1,2,1,4,2,3,2,3,4,4,1,1,2,3,,,,,,,,,,,,,,,"18C1761,25C1123,21C969,27C989,24C1213,21C1318,23C1244,27C1023,19C1141,26C1541,28C881,20C1067,17C1036,23C975,28C1072,26C970,20C1036,18C975,22C1304,19C1069,END","14C1947,2C1103,16C1146,12C857,12C924,1C1076,7C1307,8C969,11C1095,1C1041,13C1118,14C1172,10C923,7C953,4C1065,9C1115,15C1298,5C1084,3C996,6C890,END","28C1604,5C2602,17C1893,1C1834,26C1125,16C1428,21C1035,12X2834,19C3361,13C1991,25C1418,3C2138,18C1378,10C1644,24C1106,2X2732,22C3460,15C1958,27C1087,6C1502,END","28C1276,9C2987,20C1397,10C1805,24C1184,9C1184,27C1618,5C1609,25C1771,8C1531,28C2070,3C1992,19C1219,7C1621,18C1033,11C1593,22C1566,16C1700,17C2460,6C2528,18C3275,2C1373,22C783,1C1376,20C1201,14C1247,17C1554,15C1657,26C1050,14C1640,24C1137,13C1395,21C1258,6C1674,26C1307,4C2619,25C1281,12C2068,23C1062,7C1449,END","7C1406,16C1096,3C1152,5C1236,6C1449,9C1203,5C1238,14C1752,4C1274,9C1405,15C939,14C831,12C794,10C1156,1C867,2C1415,7C789,4C967,12C954,1C924,10C2162,15C846,6C845,2C954,7C769,13C1536,9C834,14C1022,3C1390,11C1792,10C825,16C814,8C968,2C1604,12C1848,8C907,11C1282,3C861,1C912,13C2094,END","28C967,6C923,24C898,3C1302,19C915,14C864,26C906,7C1307,20C943,16C1384,21C811,13C1260,27C908,1C827,18C903,4C829,23C922,11C1529,22C779,10C807,END","26C2202,14C1030,22C1177,9C2722,25C834,4C814,20C723,13C1094,17C809,3C957,18C1091,2C958,26C1071,7C925,23C971,15C796,28C911,11C1645,17C801,8C953,24C931,1C1245,21C888,16C1044,22C906,2C908,25C745,3C951,28C850,10C1466,19C743,12C868,27C775,5C937,19C927,13C1251,18C799,6C793,27C814,12C1195,END",,,,,,,,0,0,2.509,0,4,4,1,1,1,2,2,3,2,3,2,3,3,3,2,2,3,3,6,6,6,7,35,6,6,5,,,,,,,4,62,1,6,3,,1,2,,22,22,10 years ago,1,3,0,,,
14,2023-10-21 13:26:52,2023-10-21 13:38:49,0,100,716,1,2023-10-21 13:38:50,R_a5UR4VmmNOSdL3j,anonymous,EN,2,6531d56ac5e2e89caabb6e6e,2,5,4,4,1,3,3,3,3,4,1,2,2,3,2,3,1,3,4,3,1,"21C2201,23C1455,23C1107,17C870,20C701,19C841,22C922,18C682,25C869,27C734,26C537,21C743,22C787,27C837,28C713,25C754,17C1050,26C790,24C940,19C772,END","12C1888,7C887,13C1151,11C813,15C943,2C752,14C1000,8C1054,8C721,10C879,6C806,4C815,3C840,10C800,1C742,1C698,15C779,5C820,9C966,16C699,END","19C2571,12C1703,17C1133,3C1481,25C972,8C1509,26C1152,10C1438,28C1014,1C791,27C1323,13X1476,20C3027,2C1393,18C1769,9C926,23C1226,15C1388,22C1609,4C1694,END","19C1321,10C1032,24C917,2C810,22C924,6C689,17C1690,1C737,25C777,12C996,18C755,15C1299,28C1540,1C794,20X1798,7C1592,27C822,3C894,23C1986,16C1462,21C1541,5C1037,17C1010,9C841,25C1129,15C768,23C831,4C1416,21C958,14C759,27C1191,13C927,24C699,2C1004,26C1316,14C786,22C725,11C1195,18C1241,8C1606,END","10C1157,10C692,3C622,10C716,14C759,9C692,5C701,12C672,16C764,4C690,1C746,13C876,11C920,1C713,4C600,5C525,2C634,8C746,9C756,15C961,2C674,6C1361,13C731,7C793,5C653,15C781,3C657,9C748,1C690,14C704,4C613,12C777,6C832,16C818,7C710,11C993,2C892,8C879,16C1010,15C1044,END","21C1208,13C878,25C698,11C1151,18C1064,6C753,22C759,4C812,19C619,7C838,23C1371,15C811,28C895,9C857,20C1076,12C957,27C792,1C1221,24C1432,3C961,END","20C993,6C759,22C809,14C1658,18C1280,4C959,27C1013,2C861,28C835,10C814,24C880,16C928,26C775,11C799,19X1308,13C301,17C840,1C702,17C767,12C1279,25C788,2C756,22C686,9X1238,18C819,15C876,21C599,5C673,23X1887,9C738,25C1278,16C844,23C1277,8C844,20C697,7C816,24C832,3C584,27C782,6C841,END",,,,,,,,,,,,,,,,,,,,,,0,0,2.519,0,4,4,4,3,4,3,4,1,2,3,3,2,3,1,3,4,3,2,5,5,6,6,,,,,17,4,4,5,,,1,35,1,5,3,,2,2,,21,,,,,,1,,
15,2023-10-21 13:21:19,2023-10-21 13:39:49,0,100,1110,1,2023-10-21 13:39:50,R_Zlt9fRH14Hm6dB7,anonymous,EN,2,64048e346a45d078131b49df,4,4,5,3,3,2,2,2,3,2,3,2,3,1,2,2,3,2,2,2,3,"27X6953,22C1386,19X2467,23C2597,18C1363,23C1247,17C1509,20C1129,24C872,26C2220,25C950,17C1115,28C883,24C1737,21C1457,28C830,22C1001,26C758,21C899,19X2113,END","8C3910,10C1095,13C1633,14C1376,6C846,3C1755,9C1530,9C1008,10C1174,15C1519,11C1081,5C892,3C1520,5C813,2C1621,12C1065,7C798,16C1203,1C1507,4C951,END","22C3475,12C5297,28C3406,15C3344,26C5488,16C2635,21C2014,11C1514,24C1489,7C2242,27C1391,6C2317,20C5543,13C2472,25C1464,4C1298,18C2398,2C1335,17C2177,5C1230,END","17C1989,9C1899,24C1078,10X2126,19C2936,15C1537,25C1148,4C1175,18C1614,6C1082,27C998,9C2152,26C1190,1C831,25C777,16C1547,28C1161,16C1304,23C1235,8C1527,27C910,3C1935,17C1325,6C1303,24C1215,3C1254,22X1531,11C1477,23C1460,7C1845,20C1285,13C2067,21C1573,14C2050,20C1165,2C2290,21C1827,5C1182,18C1065,12C1270,END","11C1838,12C1291,8C1549,6C1400,3C2045,14C1235,7C1122,9X1949,13C1189,1C863,7C1074,6C1564,5C1046,14C1004,15C973,9X1498,12C968,5C819,10C919,11C918,11C719,2C1328,4C939,15C1113,2C1080,4C1498,13C1288,3C1071,13C1003,16C974,1C919,2C1293,14C1184,10C1050,7C740,16C883,10C932,3C842,6C980,8C1394,END","28C4345,4C1260,24C1511,2C879,18C1023,14C938,22C3934,9C1260,20C1074,6C1120,26C1031,15C1698,27C2115,13C992,25C1052,1C1159,19C1297,11C780,17C1204,3C1056,END","27C1181,10X1675,24C1702,12C961,25C953,3C1172,28C1605,4C925,22C817,16C798,24C678,11C610,23C887,15X1737,26X1461,5C1060,27C851,16C811,26C893,1C895,22C737,13C839,19X1226,6C876,20X1274,3C927,20C947,2C835,18C1003,15C953,21C978,4C807,17C843,9X1397,17C764,8C784,28C797,14C682,19X1474,7C861,END",,,,,,,,,,,,,,,,,,,,,,0,0,2.614,0,,,2,2,2,3,3,2,2,3,1,2,3,2,2,2,2,2,5,5,4,4,42,3,3,4,,,,,7,7,3,78,1,6,1,,1,1,,21,,,,,,,2,
16,2023-10-21 13:32:42,2023-10-21 13:41:59,0,100,557,1,2023-10-21 13:41:59,R_dpalVtUxdi0444p,anonymous,EN,2,5e4d2e7f6603cd16888864e7,5,1,2,1,3,2,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,"18C841,25C845,27C752,19C739,20C619,21C596,24C748,18C674,27C637,26C672,25C671,23C690,22C613,28C648,26C653,17C797,21C757,19C802,22C575,28C700,END","4C1010,9C812,1C771,5C761,12C696,7C668,3C744,16C674,8C756,14C725,14C644,6C896,13C711,11C663,2C693,1C685,10C725,6C769,15C607,12C632,END","21C807,12C670,20C653,11C776,19C808,16C665,26C597,7C683,23C655,3C792,24C648,9C716,27C656,6C657,28C686,2C739,22C580,5C625,18C788,14C608,END","28C720,11C592,21C626,10C875,17X995,7C1090,19X654,3C1017,20C630,9C700,17C794,5C693,27C684,15C762,28C652,2C851,22C761,4C825,23C674,1C742,24C735,13C745,19C670,12C634,20C826,8C718,24C712,11C638,25C956,6C977,23C729,16C654,18C722,14C708,18C763,5C562,26C611,8X950,26C1142,14C590,END","9C832,8C844,7C833,11C820,4C728,2C664,7C591,6C618,6C593,9C730,9C590,10C698,15C622,16C638,5C627,5C562,11C723,12C729,2C702,13C782,7C618,1X906,13C986,2C770,10C673,1C596,15C747,1C656,14X998,15C834,14C724,10C758,4C622,16C819,5C617,8C963,12C671,3C671,11C715,3C705,END","28C969,1C804,22C701,15C584,24C588,6C628,21C709,10C664,27C671,9C700,19C815,7C664,23C541,14C653,26C573,12C615,20C550,8C698,17C751,4C694,END","27C692,11C572,19C582,12C652,25C576,1C565,26C644,10C657,18C542,8C821,22C583,1C612,20C640,9C578,24C680,14X889,28C708,14C664,23C694,15C770,28X769,2C762,23C594,11C588,22C657,6C613,21C635,16C541,17C635,2C692,27C671,4C762,19C753,7C635,20C646,5C690,17C637,3X874,24C680,13C659,END",,,,,,,,0,0,2.521,0,4,4,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,5,1,5,5,24,7,6,5,,,,,,,3,26,1,4,3,,2,2,,22,21,,,,0,,,
17,2023-10-21 13:33:55,2023-10-21 13:42:11,0,100,495,1,2023-10-21 13:42:12,R_2dBb3jVeFcFkjK7,anonymous,EN,2,5f513cbe65aa1635dbc44e26,2,2,5,3,2,3,1,1,3,1,4,2,1,1,1,1,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,"22C845,26C647,19C936,25C617,20C782,17C835,18C748,17C951,27C693,21C761,21C643,23C637,24C740,27C596,28C576,25C675,20C763,26C1024,28C775,22C659,END","1C1123,12C680,3C613,13C753,11C865,7C579,14C725,3C604,4C590,15C780,16C746,2C660,10C927,7C618,8C719,11C662,5C741,9C1495,14C751,6C679,END","24C980,3C798,27C712,6C616,22C694,9C966,25C713,16C787,19C774,4C593,20C668,7C590,23C631,12C952,21C739,14C805,17C707,1C568,26C766,10C722,END","25C778,8C609,19C625,5C538,28C737,9C726,21C608,12C657,23C621,8C626,27C832,11C769,24C1036,9C746,17C767,13C738,27C599,1C630,24C763,16C722,22C846,10C793,22C724,15C1073,26C814,12C520,26X1301,3C614,20C805,14C755,28C802,2C599,19C640,6C1028,18C680,1C584,18C623,4C569,17C854,7C636,END","8C935,6C676,3C663,8C786,14C658,10C550,5C581,7C657,12C540,12C589,5C704,1C734,11C788,15C1064,16C757,15C626,16C593,5C625,1C677,9C617,14C769,7C639,2C782,2C731,4C853,9C623,15C531,3X1005,14C734,13C687,10C639,13C649,4C705,2X1147,1C635,3C719,16C612,6C759,11C795,12C713,END","26C794,13C716,27C619,7C965,17C735,5C802,24X1215,3C1017,22X1183,8C980,19C1179,10C687,21C635,4C633,20C718,9C851,28C715,11C973,25C1037,15C634,END","26C914,4C541,20C589,5C670,18C638,3C716,17X1193,1C1093,28C915,7C959,21C1287,15C1542,23C890,16C916,23C700,12C869,19C747,14C827,26C967,4C856,19C924,13C818,24C886,11C883,28C1043,10C1001,24C1225,8X1222,25C725,9C1363,21C742,8C1431,20X1254,6C770,22C854,10C862,27C780,12C1027,17C763,2C679,END",0,0,2.51,0,,,2,3,1,3,1,4,1,1,1,1,1,3,2,1,3,2,2,2,2,2,,,,,41,6,6,6,1,3,2,29,1,2,2,,0,2,,22,22,A few years ago,2,8,,,,3
18,2023-10-21 13:32:46,2023-10-21 13:42:43,0,100,597,1,2023-10-21 13:42:44,R_DAXguADwWeowKPL,anonymous,EN,2,5b3e2334cdb4ce0001d93c51,1,1,1,2,3,2,3,3,2,2,3,1,3,1,1,2,2,2,1,2,3,,,,,,,,"20X2284,18C657,18C523,21C864,19C672,19C533,22C565,26C757,17C698,24C639,26C922,20C708,23C731,28C711,24C619,25C595,27C645,22C605,23C708,25C642,END","14C921,12C694,11C611,10C710,15C719,2C651,7C645,4C686,16C700,12C634,6C782,15C909,9C791,7C650,13C711,5C678,3X1172,1C696,8C828,5C533,END","27C856,4C565,18C626,8C712,25C693,1C948,19C1142,3C728,20C638,10C745,26C698,13C1099,22C779,12C690,17C908,6C703,23C699,15C714,28C668,16C706,END","25C741,13C838,23C623,15C907,22C613,11C666,24C709,2C838,17C954,4C630,21C736,16C697,17C588,3C764,28C726,12C635,27C695,8C762,26C639,12C666,25C623,3C762,20C721,11C658,19C611,5C638,28C734,9C1012,23C682,7C592,21C692,5C558,18C667,10C846,24C757,6C724,20C648,1C792,18C772,14X1112,END","10C593,2C644,6C564,6C624,11C659,7C609,5C568,14C652,3C579,5C547,4C663,12C903,8C594,10C785,2C681,13C961,8C755,2C648,7C504,15C662,9X1029,4C559,16C652,16C618,9X925,6C686,13C679,11C725,4C596,3X1074,14C907,13C768,1C691,9C709,14C766,8C643,1C648,15C785,12C639,16C636,END","17X1128,6C906,28C709,5C758,19C682,12C685,24C662,1C1427,27C750,9C992,23C598,10C677,18C673,4C526,22C556,8C597,20C576,11C662,26C674,14C740,END","24C692,10C717,20C677,2C645,27C834,15C737,25C615,13C833,21C657,12C627,22C661,5C537,19C573,8C629,19C502,16C563,21C591,9C595,27C638,2C570,25C675,11C716,17C595,4C529,28C647,3C632,20C594,5C542,24C601,6C610,23C648,16C634,23C568,14C724,26C677,11X1103,22C584,7C761,18C508,1C641,END",,,,,,,,,,,,,,,0,0,2.612,0,4,4,2,3,3,3,2,2,1,3,1,1,3,2,2,1,2,3,2,1,2,2,,,,,11,1,1,1,,,3,35,1,5,2,,2,1,,22,22,Several Months,10,8,,1,,
19,2023-10-21 13:37:38,2023-10-21 13:48:59,0,100,680,1,2023-10-21 13:49:00,R_3fKat9gJprli4Xg,anonymous,EN,2,5b1505b69663ee0001463400,1,2,1,2,3,1,1,1,2,1,4,2,3,1,3,3,4,1,1,2,4,,,,,,,,,,,,,,,"21C751,18C530,18C532,26X1050,25C472,17X600,27C560,20C494,17C445,19C456,26X553,28C440,24C547,25C501,23C649,24C624,21X610,19C502,27C576,22C608,END","11C1164,12C643,14C743,10X621,4C577,6C547,1C504,9X637,8X785,16X772,3C746,13C671,7C737,10C635,15C657,7X941,5C611,15X1244,4C691,2C672,END","21C592,7C568,26C612,9C533,27C593,12C618,25C556,2X838,17C607,16C608,20C588,14C612,24X719,11C685,18C591,3C742,23C683,4X1329,19C600,5C779,END","19C627,11C567,24X744,10C696,20C523,13C576,25X726,12C687,27C531,4C652,18C423,10C682,28C734,4X877,19C610,6C552,26C713,1C564,27C679,2X1048,23X1240,7X1606,21C642,9C555,25C987,14C608,18C657,3C509,23X889,16C776,21C640,8C577,24C700,1X814,17C864,15C836,20C772,9C661,22C559,5X1142,END","15C778,14C746,11C558,4C614,1C537,4C543,13X814,8X1156,16X917,1C694,8C512,16C641,15C693,9C560,6C646,6C506,11C648,7C720,3C544,12C662,14C517,4C574,2C545,10C679,13C557,5C540,7C553,5C538,2C604,15C621,3X1186,12X969,5X1273,10X1219,8C760,16C622,9C734,1C605,12C634,9C596,END","25C829,8C624,24C615,14C756,20C576,7C784,19X938,6X1327,22X1501,13C985,18C657,12C650,27C622,9X811,28C921,5X1302,26C658,2C620,21C614,16C576,END","24C689,12C559,28C776,16X1151,26C686,5C632,20C574,13C472,25C549,1C790,23C639,5C466,25C507,2C598,27C649,3C488,18C622,15C604,19C483,6C615,18X980,9C703,27C639,2C486,17C530,12C631,20C588,11C506,26X793,7C566,22X756,4X1039,24C696,10C793,21C551,8C647,21X955,13C801,19C547,14X1365,END",,,,,,,,0,0,2.513,0,4,4,1,1,1,1,1,4,1,4,1,3,3,4,1,1,1,4,3,3,4,4,17,4,4,4,,,,,,,3,37,1,3,1,,4,2,,21,,,,,0,,,
20,2023-10-21 13:35:55,2023-10-21 13:49:19,0,100,803,1,2023-10-21 13:49:20,R_2X7B64q3UeMbd0M,anonymous,EN,2,652be630d5ccaffb4fa0922b,6,6,6,6,2,3,3,3,2,2,3,3,2,2,3,3,1,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,"27C1627,22C830,17C1067,21C796,25C805,19C1193,20C816,24C821,17C1038,25C769,18C726,19C831,21C739,28C895,26C900,24C890,23C1241,18C755,27C848,28C823,END","8C1238,12C867,4C736,10C925,6C843,16C730,7C720,1C789,11C795,2C789,9C787,14C708,15C827,3C700,13C820,13C643,5C612,16C760,1C728,6C801,END","26C2088,13C1601,28C1198,6C1044,17C1124,15C987,19C954,5C861,20C908,7C978,27C1432,9C858,24C924,2C857,22C764,3C1264,25C896,12C758,21C762,10C859,END","24C828,2C865,22C650,15C897,24C783,11X1817,23C1815,6C982,26C1006,14C749,18C669,12C700,17C982,6C737,22C660,9C1319,20C710,8C762,17C1230,7C801,27C851,2C730,28C753,1C711,25C701,15C755,23C819,3X1429,25C1042,14C873,21C1062,4C747,26C750,5C965,20C673,16C914,19C653,13C668,18C618,10C778,END","16C1611,11C825,2C684,11C912,8C1205,14C858,11C1412,4C680,15C835,10C1064,7C734,6C679,16C820,1C753,7C1012,15C684,5C716,8C1238,4C755,13C737,6C695,6C754,13C704,1C695,2C1147,9C706,10C648,3C653,12C850,9X1448,5C899,14C1156,9C803,14C661,1C671,15C854,2C947,8C963,3C623,12C550,END","20X4560,13C1363,17C2843,14C3084,19C1083,12C1064,28X2230,9C1952,23C1126,1C1100,27C1144,2C1759,22C1050,8C1589,21C800,10C828,24C762,3C1040,25C1285,6C1066,END","18C808,10C988,20C849,8C1397,20C739,3X1741,26C809,12C790,28C726,5C821,27C793,9C1950,28C786,4C872,26C1372,13C1103,18C713,8C611,25C814,13C686,21C726,16X1287,17C1180,1C997,19C957,11C803,27C714,1C1041,22C676,14C872,21C733,15C1573,23C745,11C772,17C718,6C720,24C760,2C1389,23C810,7C1543,END",0,0,2.506,0,,,3,3,3,2,2,3,2,3,2,3,3,1,3,1,2,2,3,5,2,5,33,1,1,1,,,,,1,6,2,51,1,5,3,,2,1,,21,,,,,,,2,
21,2023-10-21 13:40:03,2023-10-21 13:53:25,0,100,801,1,2023-10-21 13:53:25,R_pK3a7eWvZaX8a5P,anonymous,EN,2,6510ac13e0c75b511d65b62d,3,6,5,7,2,3,3,3,2,1,4,1,3,1,3,4,3,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,"19C1863,22C1339,18C725,17C3135,27C812,24C941,26C867,20C873,25C705,17C770,18C748,28C1079,23C787,20C852,25C769,28C857,23C753,27C782,21C708,22C872,END","12C1668,6C1202,9C1103,8C1034,11C923,10C1110,13C1817,14C1152,8C900,16C981,3C1112,15C1248,1C1141,4C934,5C741,7C636,15C718,6C1051,9C878,2C952,END","22C1632,7C1086,23C1148,10C1064,24C978,13C2560,28C908,3C1230,27C831,14C1002,19C1322,5C980,26C1065,4C773,18C872,1C931,20C1032,9C1214,17C947,12C902,END","28C876,3C749,23C682,7C618,27C707,13C764,26C886,11C803,20C736,14C873,17C709,4C787,18C934,6C934,27C1056,2C1019,23C776,16C760,24C952,13C794,18C896,10C823,25C763,5C906,22C806,1C919,21C779,1C840,24C873,15C886,20X3972,12C1095,21C816,9C700,19C630,4C672,19C726,11C1015,25C777,8C908,END","15C1305,10C739,3C797,9C756,4C775,2C741,6C677,8C941,15C971,4C904,9C904,1C798,5C709,12X2065,7C691,11C733,16C797,10X1388,16C815,14C723,4C659,1C647,7C712,3C645,7C599,6C648,13X977,13C859,14C932,8C764,10C882,2C1069,14C1203,16C1006,3C910,11C1333,5C979,11C812,12C967,2C979,END","22C1411,6C892,20C891,3C818,26C890,13C2173,19C831,11C2190,24C1642,14C1010,18C1021,7C765,28C741,4X1625,23C1224,8C1457,27C926,10C1181,17C1013,9C1416,END","20C1066,15C1106,18C1202,4C1473,19C959,1C787,20C695,9C869,17C915,14C827,25C813,10C870,23C720,11C735,27C682,7X1292,24C1019,6C1455,18C748,14X1027,17C1028,11C845,28C956,8C1622,27C1605,2C1409,25C1656,5C1739,22C827,13C924,26C758,6C1038,21C668,12C837,28C865,16C1735,21C1061,3X1426,23C932,5C1127,END",0,0,2.506,0,1,3,4,4,4,3,1,4,2,3,1,3,4,2,4,2,2,2,4,4,3,3,,,,,28,6,6,7,,,1,26,1,5,2,,0,2,,21,,,,,,1,,
